"Province","YEARMODA","DaySeq","TEMP","AH"
"Heilongjiang",2019-01-01,1,-15.5904761904762,0.824051561270812
"Heilongjiang",2019-01-02,2,-16.8714285714286,0.892341424108179
"Heilongjiang",2019-01-03,3,-15.4761904761905,0.991334497025108
"Heilongjiang",2019-01-04,4,-15.8666666666667,1.01095869409762
"Heilongjiang",2019-01-05,5,-17.252380952381,0.810428813138376
"Heilongjiang",2019-01-06,6,-18.9809523809524,0.734591955322563
"Heilongjiang",2019-01-07,7,-18.1238095238095,0.754391046685234
"Heilongjiang",2019-01-08,8,-15.1142857142857,0.805981319023742
"Heilongjiang",2019-01-09,9,-10.852380952381,0.978376903180212
"Heilongjiang",2019-01-10,10,-13.252380952381,1.06556749275583
"Heilongjiang",2019-01-11,11,-13.7619047619048,1.1413934876325
"Heilongjiang",2019-01-12,12,-14.0761904761905,1.21110781373596
"Heilongjiang",2019-01-13,13,-14.147619047619,1.30065343388869
"Heilongjiang",2019-01-14,14,-13.0809523809524,1.42676318236456
"Heilongjiang",2019-01-15,15,-16.5714285714286,0.77807898640241
"Heilongjiang",2019-01-16,16,-19.1666666666667,0.618783246151703
"Heilongjiang",2019-01-17,17,-21.8095238095238,0.419814395246721
"Heilongjiang",2019-01-18,18,-18.2380952380952,0.634687210178017
"Heilongjiang",2019-01-19,19,-15.1142857142857,0.89931670819931
"Heilongjiang",2019-01-20,20,-16.8904761904762,0.843553029549562
"Heilongjiang",2019-01-21,21,-15.1714285714286,0.96277212076042
"Heilongjiang",2019-01-22,22,-11.5428571428571,1.3439842615895
"Heilongjiang",2019-01-23,23,-14.4190476190476,0.992955091831499
"Heilongjiang",2019-01-24,24,-13.0857142857143,1.01573396867963
"Heilongjiang",2019-01-25,25,-13.4285714285714,1.14394652386506
"Heilongjiang",2019-01-26,26,-11.5238095238095,1.1003883585186
"Heilongjiang",2019-01-27,27,-10.3285714285714,1.25123844117767
"Heilongjiang",2019-01-28,28,-12.5142857142857,1.15706659671555
"Heilongjiang",2019-01-29,29,-9.51904761904762,1.32548637824964
"Heilongjiang",2019-01-30,30,-13.4714285714286,0.783559850774543
"Heilongjiang",2019-01-31,31,-17.2238095238095,0.594013393924396
"Heilongjiang",2019-02-01,32,-16.6285714285714,0.747446858596099
"Heilongjiang",2019-02-02,33,-13.7238095238095,0.98947869831501
"Heilongjiang",2019-02-03,34,-16.047619047619,0.833277245828597
"Heilongjiang",2019-02-04,35,-20.5238095238095,0.466093255458663
"Heilongjiang",2019-02-05,36,-21.6714285714286,0.394031042701751
"Heilongjiang",2019-02-06,37,-23.2571428571429,0.346748068289495
"Heilongjiang",2019-02-07,38,-21.3952380952381,0.430871455500159
"Heilongjiang",2019-02-08,39,-18.1666666666667,0.568321263067559
"Heilongjiang",2019-02-09,40,-16.6714285714286,0.643395235419246
"Heilongjiang",2019-02-10,41,-17.4238095238095,0.594891813082652
"Heilongjiang",2019-02-11,42,-17.8095238095238,0.588558865732543
"Heilongjiang",2019-02-12,43,-16.1142857142857,0.608410297344666
"Heilongjiang",2019-02-13,44,-13.452380952381,0.686338281523106
"Heilongjiang",2019-02-14,45,-12.7142857142857,0.721887425181589
"Heilongjiang",2019-02-15,46,-11.947619047619,0.944884327200427
"Heilongjiang",2019-02-16,47,-7.90952380952381,1.10309083932372
"Heilongjiang",2019-02-17,48,-6.01904761904762,1.36452807212027
"Heilongjiang",2019-02-18,49,-4.0952380952381,1.41004137525707
"Heilongjiang",2019-02-19,50,-5.25238095238095,1.6337778392513
"Heilongjiang",2019-02-20,51,-4.8047619047619,1.7104890482286
"Heilongjiang",2019-02-21,52,-3.15714285714286,1.69697479913274
"Heilongjiang",2019-02-22,53,-3.26190476190476,1.73532696492064
"Heilongjiang",2019-02-23,54,0.680952380952381,1.92194761760416
"Heilongjiang",2019-02-24,55,-3.12380952380952,1.50238133413987
"Heilongjiang",2019-02-25,56,-5.54761904761905,1.35551785488248
"Heilongjiang",2019-02-26,57,-5.06190476190476,1.32553286179157
"Heilongjiang",2019-02-27,58,-2.93333333333333,1.67033444385949
"Heilongjiang",2019-02-28,59,-2.95238095238095,2.07507666683844
"Heilongjiang",2019-03-01,60,-2.87619047619048,1.65013224558987
"Heilongjiang",2019-03-02,61,-0.376190476190476,1.81006716392571
"Heilongjiang",2019-03-03,62,-1.30952380952381,1.98046457286463
"Heilongjiang",2019-03-04,63,-0.285714285714286,2.06200802343992
"Heilongjiang",2019-03-05,64,-2.16666666666667,2.14404253110798
"Heilongjiang",2019-03-06,65,-3.51428571428571,1.5543956821305
"Heilongjiang",2019-03-07,66,-1.62380952380952,1.62184308171517
"Heilongjiang",2019-03-08,67,3.22380952380952,1.86506745497715
"Heilongjiang",2019-03-09,68,-2.21428571428571,1.4896188295454
"Heilongjiang",2019-03-10,69,0.457142857142857,1.46639676645219
"Heilongjiang",2019-03-11,70,-0.128571428571429,2.17257535966406
"Heilongjiang",2019-03-12,71,-4,2.17911588045783
"Heilongjiang",2019-03-13,72,-4.04285714285714,2.20719937803654
"Heilongjiang",2019-03-14,73,-3.28095238095238,2.20605845066599
"Heilongjiang",2019-03-15,74,-3.63809523809524,2.03621962772964
"Heilongjiang",2019-03-16,75,-1.58095238095238,1.88217901259045
"Heilongjiang",2019-03-17,76,3.75714285714286,2.24597920168935
"Heilongjiang",2019-03-18,77,5.40952380952381,2.57558871548665
"Heilongjiang",2019-03-19,78,3.7,3.03252982999861
"Heilongjiang",2019-03-20,79,-2.01904761904762,2.4284976643455
"Heilongjiang",2019-03-21,80,-6.64285714285714,1.73145042105939
"Heilongjiang",2019-03-22,81,-5.78571428571429,1.45604742319985
"Heilongjiang",2019-03-23,82,-4.52380952380952,1.45931696562485
"Heilongjiang",2019-03-24,83,-0.138095238095238,2.26112920069036
"Heilongjiang",2019-03-25,84,-0.261904761904762,2.33696976133776
"Heilongjiang",2019-03-26,85,-3.31428571428571,1.88700414465181
"Heilongjiang",2019-03-27,86,-3.34761904761905,1.25516378412128
"Heilongjiang",2019-03-28,87,-3.83333333333333,1.28879845086697
"Heilongjiang",2019-03-29,88,-2.35238095238095,1.62492712443534
"Heilongjiang",2019-03-30,89,-2.01904761904762,1.89624252916088
"Heilongjiang",2019-03-31,90,-2.55714285714286,1.88083406014298
"Heilongjiang",2019-04-01,91,-1.68571428571429,1.80899136361646
"Heilongjiang",2019-04-02,92,0.923809523809524,1.68272388025833
"Heilongjiang",2019-04-03,93,4.15238095238095,2.06288130068143
"Heilongjiang",2019-04-04,94,3.1,3.47881450701748
"Heilongjiang",2019-04-05,95,1.92857142857143,3.2413755055107
"Heilongjiang",2019-04-06,96,2.93333333333333,3.19857098644232
"Heilongjiang",2019-04-07,97,2.23809523809524,3.66889731337501
"Heilongjiang",2019-04-08,98,2.72380952380952,3.44426364460957
"Heilongjiang",2019-04-09,99,3.85238095238095,2.62904243785405
"Heilongjiang",2019-04-10,100,4.45714285714286,2.37378829501099
"Heilongjiang",2019-04-11,101,6.87142857142857,2.27168229884158
"Heilongjiang",2019-04-12,102,10.0047619047619,2.53888654322208
"Heilongjiang",2019-04-13,103,4.70952380952381,3.05731533532705
"Heilongjiang",2019-04-14,104,4.73333333333333,2.56091345681627
"Heilongjiang",2019-04-15,105,11.2857142857143,3.02230481740674
"Heilongjiang",2019-04-16,106,13.9761904761905,3.27115485276667
"Heilongjiang",2019-04-17,107,8.8047619047619,3.8093283245818
"Heilongjiang",2019-04-18,108,2.31428571428571,2.29503820180452
"Heilongjiang",2019-04-19,109,5,1.98667948083455
"Heilongjiang",2019-04-20,110,7.32380952380952,2.40165350178899
"Heilongjiang",2019-04-21,111,6.43809523809524,1.85572835654331
"Heilongjiang",2019-04-22,112,12.3666666666667,2.96796943384138
"Heilongjiang",2019-04-23,113,11.0809523809524,3.74433642910799
"Heilongjiang",2019-04-24,114,5.95714285714286,2.54577228745222
"Heilongjiang",2019-04-25,115,6.4,3.08220746654865
"Heilongjiang",2019-04-26,116,8.53333333333333,2.83015730764706
"Heilongjiang",2019-04-27,117,12.8,2.74788370350536
"Heilongjiang",2019-04-28,118,13.5238095238095,4.02200338217476
"Heilongjiang",2019-04-29,119,13.352380952381,5.35620001393068
"Heilongjiang",2019-04-30,120,11.647619047619,5.45151486419417
"Heilongjiang",2019-05-01,121,8.44285714285714,3.28029935056288
"Heilongjiang",2019-05-02,122,11.7095238095238,3.45782870951899
"Heilongjiang",2019-05-03,123,16.4142857142857,3.56147676388762
"Heilongjiang",2019-05-04,124,14.0380952380952,3.62710915243705
"Heilongjiang",2019-05-05,125,6.55238095238095,3.64977807093789
"Heilongjiang",2019-05-06,126,10.0238095238095,3.2747409971375
"Heilongjiang",2019-05-07,127,13.3857142857143,4.1216000585768
"Heilongjiang",2019-05-08,128,11.8952380952381,4.58455431963491
"Heilongjiang",2019-05-09,129,13.2904761904762,4.46606695155684
"Heilongjiang",2019-05-10,130,16.5619047619048,5.4104424644913
"Heilongjiang",2019-05-11,131,17.1952380952381,5.81737486327886
"Heilongjiang",2019-05-12,132,18.0619047619048,6.16787326850499
"Heilongjiang",2019-05-13,133,13.5571428571429,7.65148604872465
"Heilongjiang",2019-05-14,134,12.8142857142857,7.0631672991552
"Heilongjiang",2019-05-15,135,18.4238095238095,7.02379492797296
"Heilongjiang",2019-05-16,136,15.6619047619048,6.5418306084334
"Heilongjiang",2019-05-17,137,17.0761904761905,8.03553997193393
"Heilongjiang",2019-05-18,138,14.2619047619048,7.77777933175985
"Heilongjiang",2019-05-19,139,12.8095238095238,8.73278581269323
"Heilongjiang",2019-05-20,140,10.0428571428571,7.69793471036649
"Heilongjiang",2019-05-21,141,9.99047619047619,7.35293209656471
"Heilongjiang",2019-05-22,142,10.3142857142857,7.09933153484907
"Heilongjiang",2019-05-23,143,16.5285714285714,7.99293529096755
